Booking_ID,Booking_Date,Customer_ID,Customer_Name,Age,Gender,City,Travel_Type,Origin,Destination,Departure_Date,Return_Date,Passengers,Channel,Agent,Package_Type,Base_Price,Discount,Total_Amount,Payment_Mode,Booking_Status,Rating
BKG00537,2024-11-16,CUST2409,Customer_1695,31,Female,Delhi,One-way,Delhi,Ooty,2024-11-18,,5,Offline,SaiRam Travels,Budget,10718,523,50975,UPI,Completed,4.0
BKG00538,2024-05-04,CUST1279,Customer_2965,27,Male,Kolkata,One-way,Kolkata,Agra,2024-06-19,,5,Online,BlueSky Travels,None,9825,673,45760,Card,Cancelled,
BKG00539,2024-11-27,CUST7135,Customer_4132,62,Female,Kolkata,Package,Kolkata,Jaipur,2025-01-02,2025-01-09,5,Agent,BlueSky Travels,Premium,6535,728,29035,Netbanking,Completed,5.0
BKG00540,2024-06-12,CUST8697,Customer_195,40,Male,Kolkata,Package,Kolkata,Udaipur,2024-07-14,2024-07-20,3,Online,Sangitam Travels,Premium,11615,698,32751,Card,Cancelled,
BKG00541,2024-05-28,CUST6874,Customer_3815,48,Female,Delhi,Package,Delhi,Shimla,2024-06-11,2024-06-18,4,Agent,Sangitam Travels,None,11103,1360,38972,Cash,Completed,5.0
BKG00542,2024-07-17,CUST4629,Customer_3473,58,Male,Bangalore,One-way,Bangalore,Rishikesh,2024-09-09,,4,Online,BlueSky Travels,Luxury,2609,108,10004,Card,Cancelled,
BKG00543,2024-12-08,CUST1615,Customer_2254,32,Male,Bangalore,Round-trip,Bangalore,Ooty,2025-01-20,2025-01-22,5,Offline,Wagh Tours,None,9454,1378,40380,UPI,Completed,3.0
BKG00544,2024-04-19,CUST3237,Customer_4055,49,Male,Chennai,Package,Chennai,Manali,2024-05-29,2024-06-04,3,Agent,BlueSky Travels,Luxury,9891,290,28803,Card,Cancelled,
BKG00545,2024-10-11,CUST1325,Customer_1535,42,Female,Kolkata,Package,Kolkata,Udaipur,2024-11-11,2024-11-18,2,Agent,SaiRam Travels,Luxury,6932,507,12850,Netbanking,Completed,1.0
BKG00546,2024-07-30,CUST8754,Customer_4079,41,Male,Kolkata,Round-trip,Kolkata,Udaipur,2024-08-10,2024-08-16,2,Offline,Wagh Tours,Budget,4575,610,7930,Card,Cancelled,
BKG00547,2024-07-11,CUST4966,Customer_2106,64,Female,Delhi,One-way,Delhi,Jaipur,2024-07-12,,1,Agent,BlueSky Travels,Premium,14993,851,14142,Card,Completed,5.0
BKG00548,2024-04-21,CUST3994,Customer_3745,20,Male,Delhi,Package,Delhi,Udaipur,2024-05-26,2024-06-01,3,Agent,SaiRam Travels,Premium,9531,1227,24912,Netbanking,Completed,4.0
BKG00549,2024-03-13,CUST1242,Customer_4086,36,Female,Mumbai,Package,Mumbai,Rishikesh,2024-04-20,2024-04-24,5,Offline,Wagh Tours,Premium,10362,652,48550,Card,Completed,1.0
BKG00550,2024-03-26,CUST2499,Customer_2100,64,Female,Pune,One-way,Pune,Jaipur,2024-05-18,,5,Online,Sangitam Travels,Premium,14117,1066,65255,UPI,Completed,4.0
BKG00551,2024-07-18,CUST8977,Customer_858,43,Male,Pune,Round-trip,Pune,Shimla,2024-08-10,2024-08-14,5,Online,Wagh Tours,Budget,2923,136,13935,Cash,Completed,3.0
BKG00552,2024-08-27,CUST7578,Customer_4876,32,Male,Bangalore,Package,Bangalore,Rishikesh,2024-09-27,2024-10-05,3,Offline,Wagh Tours,Premium,12905,1065,35520,Card,Completed,2.0
BKG00553,2025-03-02,CUST4346,Customer_1472,23,Female,Delhi,One-way,Delhi,Agra,2025-04-17,,4,Agent,BlueSky Travels,Premium,6837,1392,21780,Cash,Completed,1.0
BKG00554,2024-12-20,CUST2466,Customer_3958,64,Female,Mumbai,Round-trip,Mumbai,Jaipur,2025-02-14,2025-02-22,3,Offline,Sangitam Travels,Budget,8502,1340,21486,UPI,Cancelled,
BKG00555,2025-01-30,CUST8833,Customer_1894,63,Male,Kolkata,Package,Kolkata,Shimla,2025-02-11,2025-02-15,3,Online,Sangitam Travels,None,3652,1444,6624,UPI,Completed,1.0
BKG00556,2024-09-25,CUST9792,Customer_381,21,Male,Mumbai,Package,Mumbai,Rishikesh,2024-10-06,2024-10-15,1,Online,SaiRam Travels,None,10557,522,10035,Netbanking,Completed,1.0
BKG00557,2024-08-02,CUST9982,Customer_3570,45,Female,Pune,Round-trip,Pune,Ooty,2024-09-14,2024-09-22,1,Online,Wagh Tours,None,6633,920,5713,Cash,Completed,3.0
BKG00558,2024-12-18,CUST3381,Customer_3619,47,Male,Kolkata,Round-trip,Kolkata,Shimla,2025-01-15,2025-01-17,3,Offline,Sangitam Travels,Budget,3773,1437,7008,Cash,Cancelled,
BKG00559,2024-06-21,CUST1946,Customer_2666,64,Female,Hyderabad,One-way,Hyderabad,Jaipur,2024-08-13,,4,Agent,SaiRam Travels,Budget,10697,421,41104,UPI,Completed,1.0
BKG00560,2024-01-07,CUST2192,Customer_4426,27,Female,Bangalore,Round-trip,Bangalore,Udaipur,2024-03-04,2024-03-12,5,Offline,SaiRam Travels,Premium,13569,741,64140,Netbanking,Cancelled,
BKG00561,2024-06-09,CUST3560,Customer_1212,51,Female,Hyderabad,Round-trip,Hyderabad,Ooty,2024-06-13,2024-06-15,4,Agent,BlueSky Travels,Luxury,14714,501,56852,Netbanking,Completed,1.0
BKG00562,2024-03-11,CUST8345,Customer_4553,52,Male,Kolkata,Package,Kolkata,Ooty,2024-03-19,2024-03-25,3,Offline,Sangitam Travels,Luxury,4339,755,10752,Netbanking,Completed,3.0
BKG00563,2024-02-01,CUST6275,Customer_508,46,Female,Hyderabad,Round-trip,Hyderabad,Agra,2024-02-17,2024-02-21,3,Agent,Wagh Tours,Premium,9354,1054,24900,UPI,Completed,1.0
BKG00564,2024-02-08,CUST5399,Customer_4058,56,Male,Ahmedabad,One-way,Ahmedabad,Shimla,2024-03-20,,4,Online,Wagh Tours,Luxury,9837,1301,34144,UPI,Completed,4.0
BKG00565,2024-09-24,CUST7365,Customer_693,24,Male,Kolkata,One-way,Kolkata,Goa,2024-09-25,,2,Online,Wagh Tours,None,12073,598,22950,UPI,Completed,4.0
BKG00566,2024-07-18,CUST3645,Customer_19,54,Male,Hyderabad,Round-trip,Hyderabad,Jaipur,2024-08-05,2024-08-13,5,Online,SaiRam Travels,None,9928,32,49480,Netbanking,Completed,4.0
BKG00567,2024-04-27,CUST1861,Customer_155,56,Female,Pune,Package,Pune,Shimla,2024-05-06,2024-05-13,5,Offline,Wagh Tours,Budget,11035,1184,49255,Card,Completed,5.0
BKG00568,2024-09-27,CUST6811,Customer_3957,61,Female,Bangalore,Package,Bangalore,Goa,2024-11-20,2024-11-23,3,Agent,Sangitam Travels,Premium,11350,421,32787,UPI,Completed,1.0
BKG00569,2024-12-29,CUST5675,Customer_891,35,Female,Bangalore,One-way,Bangalore,Goa,2025-01-02,,1,Online,BlueSky Travels,None,8748,21,8727,Cash,Completed,2.0
BKG00570,2024-01-25,CUST7646,Customer_3257,38,Female,Kolkata,One-way,Kolkata,Agra,2024-03-20,,3,Agent,SaiRam Travels,Budget,14431,1435,38988,UPI,Completed,3.0
BKG00571,2024-04-28,CUST9456,Customer_954,62,Female,Chennai,Round-trip,Chennai,Udaipur,2024-05-20,2024-05-29,5,Online,Sangitam Travels,None,4774,196,22890,Netbanking,Completed,3.0
BKG00572,2024-11-25,CUST4854,Customer_925,64,Male,Hyderabad,Round-trip,Hyderabad,Shimla,2024-11-28,2024-12-02,2,Agent,SaiRam Travels,Budget,4395,28,8734,Cash,Completed,4.0
BKG00573,2024-04-20,CUST4365,Customer_589,46,Female,Mumbai,Round-trip,Mumbai,Ooty,2024-05-09,2024-05-13,2,Agent,BlueSky Travels,None,10531,174,20714,Netbanking,Completed,5.0
BKG00574,2024-02-14,CUST9022,Customer_3088,30,Female,Bangalore,Round-trip,Bangalore,Udaipur,2024-02-17,2024-02-26,1,Agent,Wagh Tours,Budget,5899,333,5566,Netbanking,Cancelled,
BKG00575,2024-11-22,CUST3062,Customer_839,55,Male,Hyderabad,Round-trip,Hyderabad,Manali,2024-12-26,2024-12-28,1,Agent,Sangitam Travels,Premium,11643,0,11643,Cash,Completed,1.0
BKG00576,2024-11-01,CUST2689,Customer_1518,31,Female,Chennai,Package,Chennai,Ooty,2024-12-12,2024-12-17,1,Online,BlueSky Travels,Premium,5862,170,5692,Cash,Completed,5.0
BKG00577,2025-03-02,CUST6649,Customer_3262,30,Male,Kolkata,One-way,Kolkata,Udaipur,2025-04-14,,4,Agent,Sangitam Travels,None,12897,1338,46236,Cash,Completed,1.0
BKG00578,2024-04-01,CUST3226,Customer_1080,44,Female,Bangalore,Round-trip,Bangalore,Agra,2024-05-03,2024-05-11,1,Online,Sangitam Travels,None,14755,731,14024,Card,Completed,1.0
BKG00579,2024-11-18,CUST6911,Customer_3504,56,Male,Bangalore,One-way,Bangalore,Kerala,2024-12-18,,5,Online,Sangitam Travels,Premium,5340,147,25965,Cash,Completed,2.0
BKG00580,2024-03-06,CUST5041,Customer_2039,62,Male,Mumbai,One-way,Mumbai,Manali,2024-04-25,,4,Agent,Wagh Tours,Budget,2494,972,6088,UPI,Completed,1.0
BKG00581,2025-03-14,CUST4786,Customer_4131,56,Female,Chennai,Round-trip,Chennai,Agra,2025-05-06,2025-05-09,5,Offline,BlueSky Travels,None,11643,232,57055,Card,Completed,3.0
BKG00582,2025-01-09,CUST7869,Customer_3735,36,Female,Kolkata,Package,Kolkata,Jaipur,2025-01-27,2025-02-01,4,Online,SaiRam Travels,None,7979,698,29124,Netbanking,Completed,4.0
BKG00583,2025-01-13,CUST4197,Customer_127,52,Male,Chennai,Package,Chennai,Darjeeling,2025-02-22,2025-03-03,5,Online,Wagh Tours,Budget,3366,1019,11735,Netbanking,Cancelled,
BKG00584,2024-01-16,CUST7683,Customer_4080,52,Female,Pune,Package,Pune,Goa,2024-03-01,2024-03-08,4,Online,Wagh Tours,Budget,11654,213,45764,Cash,Cancelled,
BKG00585,2024-08-19,CUST7040,Customer_3561,18,Female,Hyderabad,Package,Hyderabad,Shimla,2024-08-25,2024-09-02,3,Offline,Sangitam Travels,Luxury,14351,1366,38955,Netbanking,Completed,5.0
BKG00586,2024-05-25,CUST6974,Customer_3535,50,Female,Chennai,Round-trip,Chennai,Shimla,2024-06-15,2024-06-17,3,Offline,Sangitam Travels,None,6908,939,17907,Cash,Completed,3.0
BKG00587,2024-10-29,CUST5530,Customer_682,24,Female,Kolkata,Round-trip,Kolkata,Kerala,2024-12-18,2024-12-27,4,Online,Sangitam Travels,Premium,12586,645,47764,UPI,Completed,5.0
BKG00588,2024-04-18,CUST8966,Customer_2581,43,Female,Bangalore,Round-trip,Bangalore,Ooty,2024-05-28,2024-06-06,5,Offline,Sangitam Travels,Premium,13440,342,65490,Card,Completed,5.0
BKG00589,2024-04-01,CUST9219,Customer_1986,42,Female,Pune,Round-trip,Pune,Shimla,2024-05-29,2024-06-01,1,Offline,Sangitam Travels,Luxury,4181,1354,2827,Netbanking,Completed,5.0
BKG00590,2024-03-15,CUST2677,Customer_2882,57,Female,Hyderabad,Package,Hyderabad,Ooty,2024-03-18,2024-03-26,5,Online,Wagh Tours,Budget,3378,1248,10650,Card,Completed,2.0
BKG00591,2025-03-23,CUST8036,Customer_1059,18,Male,Bangalore,Round-trip,Bangalore,Kerala,2025-04-28,2025-04-30,5,Agent,SaiRam Travels,None,14208,507,68505,Cash,Completed,2.0
BKG00592,2024-12-10,CUST1220,Customer_4819,42,Female,Chennai,Package,Chennai,Udaipur,2024-12-26,2025-01-02,3,Agent,BlueSky Travels,Luxury,13080,1065,36045,UPI,Completed,2.0
BKG00593,2024-12-01,CUST8915,Customer_1463,35,Female,Mumbai,Package,Mumbai,Udaipur,2025-01-04,2025-01-06,5,Agent,Sangitam Travels,Premium,10236,20,51080,Cash,Completed,1.0
BKG00594,2024-02-17,CUST2514,Customer_2599,48,Female,Chennai,Round-trip,Chennai,Ooty,2024-03-30,2024-04-02,1,Agent,Wagh Tours,Budget,8899,273,8626,Netbanking,Completed,4.0
BKG00595,2025-01-15,CUST1478,Customer_516,57,Female,Ahmedabad,One-way,Ahmedabad,Shimla,2025-01-24,,5,Agent,BlueSky Travels,None,8297,1411,34430,Netbanking,Completed,3.0
BKG00596,2025-01-11,CUST8987,Customer_3333,37,Male,Mumbai,Round-trip,Mumbai,Shimla,2025-01-26,2025-01-29,2,Online,BlueSky Travels,Luxury,5676,524,10304,Cash,Completed,5.0
BKG00597,2024-11-25,CUST6214,Customer_4713,25,Female,Kolkata,Round-trip,Kolkata,Kerala,2024-11-28,2024-12-07,1,Offline,Wagh Tours,None,3140,266,2874,Card,Completed,5.0
BKG00598,2024-10-24,CUST5471,Customer_4749,29,Male,Pune,Package,Pune,Shimla,2024-11-30,2024-12-03,4,Online,BlueSky Travels,Budget,14279,72,56828,Card,Completed,2.0
BKG00599,2024-09-02,CUST1571,Customer_791,56,Male,Kolkata,One-way,Kolkata,Manali,2024-10-12,,5,Online,Wagh Tours,Budget,3174,1229,9725,UPI,Completed,5.0
BKG00600,2024-08-10,CUST7232,Customer_799,37,Female,Mumbai,Round-trip,Mumbai,Manali,2024-09-23,2024-10-01,1,Agent,Sangitam Travels,Budget,6588,1153,5435,Netbanking,Cancelled,
BKG00601,2024-05-01,CUST1731,Customer_1130,23,Female,Bangalore,Package,Bangalore,Jaipur,2024-05-04,2024-05-07,3,Offline,Wagh Tours,Premium,14881,885,41988,Card,Completed,5.0
BKG00602,2024-08-01,CUST8099,Customer_1491,64,Male,Pune,Package,Pune,Goa,2024-08-17,2024-08-26,1,Offline,BlueSky Travels,None,4371,1038,3333,Netbanking,Completed,3.0
BKG00603,2024-07-01,CUST8088,Customer_2918,53,Female,Ahmedabad,Package,Ahmedabad,Shimla,2024-07-08,2024-07-15,3,Agent,Sangitam Travels,None,12544,1167,34131,Netbanking,Completed,3.0
BKG00604,2024-03-12,CUST4793,Customer_1756,33,Female,Chennai,Package,Chennai,Rishikesh,2024-05-03,2024-05-07,2,Online,SaiRam Travels,None,11488,172,22632,Cash,Cancelled,
BKG00605,2024-06-03,CUST7691,Customer_3993,23,Female,Kolkata,One-way,Kolkata,Kerala,2024-06-27,,2,Offline,SaiRam Travels,Budget,8358,133,16450,Card,Completed,1.0
BKG00606,2025-03-14,CUST8037,Customer_3554,45,Female,Hyderabad,Package,Hyderabad,Rishikesh,2025-03-17,2025-03-21,5,Online,Wagh Tours,None,8221,946,36375,Cash,Cancelled,
BKG00607,2024-01-21,CUST5661,Customer_1208,56,Male,Kolkata,Package,Kolkata,Kerala,2024-02-20,2024-02-24,3,Online,SaiRam Travels,Luxury,12003,1135,32604,Card,Completed,3.0
BKG00608,2024-11-22,CUST4968,Customer_2717,25,Female,Kolkata,One-way,Kolkata,Darjeeling,2025-01-17,,4,Online,Wagh Tours,None,13298,378,51680,Card,Completed,5.0
BKG00609,2024-04-13,CUST3330,Customer_1755,33,Female,Mumbai,Package,Mumbai,Darjeeling,2024-05-21,2024-05-29,4,Online,BlueSky Travels,Luxury,5158,1146,16048,Cash,Completed,5.0
BKG00610,2025-02-20,CUST9881,Customer_2623,53,Female,Bangalore,One-way,Bangalore,Manali,2025-03-29,,1,Online,BlueSky Travels,Budget,7818,382,7436,Netbanking,Completed,5.0
BKG00611,2024-02-17,CUST7146,Customer_372,64,Female,Hyderabad,Round-trip,Hyderabad,Agra,2024-03-23,2024-03-28,5,Online,BlueSky Travels,Budget,3340,414,14630,Card,Completed,4.0
BKG00612,2024-01-24,CUST6969,Customer_1074,31,Male,Pune,One-way,Pune,Shimla,2024-03-14,,3,Offline,BlueSky Travels,Premium,8414,561,23559,Netbanking,Completed,3.0
BKG00613,2024-07-08,CUST6068,Customer_984,57,Male,Bangalore,One-way,Bangalore,Manali,2024-08-09,,5,Online,Wagh Tours,Premium,12143,1279,54320,Cash,Completed,1.0
BKG00614,2024-09-25,CUST9737,Customer_4175,61,Female,Hyderabad,Round-trip,Hyderabad,Rishikesh,2024-10-09,2024-10-11,5,Offline,SaiRam Travels,Luxury,9265,1105,40800,UPI,Completed,5.0
BKG00615,2025-02-18,CUST4775,Customer_2813,42,Male,Pune,Round-trip,Pune,Kerala,2025-03-28,2025-04-04,3,Online,Wagh Tours,Premium,13831,1117,38142,Card,Completed,5.0
BKG00616,2025-03-20,CUST2045,Customer_3557,33,Female,Kolkata,One-way,Kolkata,Goa,2025-05-09,,2,Agent,Sangitam Travels,None,5199,624,9150,Netbanking,Completed,2.0
BKG00617,2024-05-09,CUST1596,Customer_1506,47,Male,Pune,Round-trip,Pune,Jaipur,2024-05-15,2024-05-17,1,Agent,SaiRam Travels,Premium,8468,1092,7376,Netbanking,Cancelled,
BKG00618,2024-01-16,CUST7852,Customer_1450,19,Female,Hyderabad,One-way,Hyderabad,Udaipur,2024-01-25,,3,Agent,SaiRam Travels,Budget,4659,1365,9882,Cash,Completed,2.0
BKG00619,2025-03-14,CUST3925,Customer_1633,35,Female,Hyderabad,Round-trip,Hyderabad,Jaipur,2025-03-21,2025-03-23,1,Online,Sangitam Travels,Budget,2512,215,2297,Card,Completed,5.0
BKG00620,2024-03-22,CUST8450,Customer_1707,49,Female,Chennai,One-way,Chennai,Goa,2024-04-24,,4,Offline,SaiRam Travels,None,12345,1128,44868,Card,Completed,4.0
BKG00621,2024-03-10,CUST3365,Customer_4898,40,Male,Pune,Package,Pune,Agra,2024-04-29,2024-05-02,1,Offline,Sangitam Travels,Luxury,13703,1041,12662,UPI,Completed,1.0
BKG00622,2024-08-16,CUST9362,Customer_295,59,Male,Delhi,One-way,Delhi,Rishikesh,2024-09-02,,2,Agent,BlueSky Travels,Budget,2918,1205,3426,UPI,Completed,2.0
BKG00623,2024-12-19,CUST4779,Customer_1859,24,Female,Delhi,One-way,Delhi,Ooty,2025-02-13,,2,Online,Wagh Tours,Premium,9942,1319,17246,Cash,Completed,2.0
BKG00624,2024-07-11,CUST6187,Customer_3889,60,Female,Ahmedabad,One-way,Ahmedabad,Jaipur,2024-08-09,,5,Agent,Wagh Tours,Luxury,4521,520,20005,Card,Completed,4.0
BKG00625,2024-10-24,CUST8602,Customer_2739,23,Female,Pune,Package,Pune,Rishikesh,2024-11-13,2024-11-22,3,Offline,BlueSky Travels,None,14197,839,40074,Card,Completed,1.0
BKG00626,2025-01-03,CUST5631,Customer_1408,64,Male,Chennai,Package,Chennai,Udaipur,2025-01-10,2025-01-14,1,Offline,BlueSky Travels,Premium,11142,610,10532,UPI,Completed,5.0
BKG00627,2024-01-22,CUST3173,Customer_3485,58,Male,Ahmedabad,Round-trip,Ahmedabad,Kerala,2024-03-04,2024-03-07,1,Agent,BlueSky Travels,None,9325,111,9214,UPI,Completed,2.0
BKG00628,2024-09-29,CUST2317,Customer_4494,40,Female,Delhi,Package,Delhi,Goa,2024-10-24,2024-11-01,3,Offline,Sangitam Travels,Luxury,3910,568,10026,UPI,Completed,3.0
BKG00629,2024-04-23,CUST2916,Customer_4916,38,Female,Bangalore,Package,Bangalore,Ooty,2024-05-22,2024-05-29,5,Offline,Sangitam Travels,Luxury,8464,178,41430,Cash,Completed,5.0
BKG00630,2025-03-12,CUST9683,Customer_61,57,Female,Chennai,One-way,Chennai,Manali,2025-04-07,,4,Agent,SaiRam Travels,Budget,14352,585,55068,Card,Completed,1.0
BKG00631,2025-01-11,CUST1534,Customer_3463,61,Male,Pune,One-way,Pune,Jaipur,2025-03-05,,4,Offline,Sangitam Travels,Budget,7966,1185,27124,UPI,Completed,4.0
BKG00632,2024-07-24,CUST9518,Customer_4704,36,Female,Ahmedabad,Package,Ahmedabad,Ooty,2024-07-26,2024-07-29,2,Agent,BlueSky Travels,Budget,10316,1104,18424,Cash,Completed,1.0
BKG00633,2024-12-05,CUST9320,Customer_438,64,Male,Mumbai,One-way,Mumbai,Goa,2025-01-27,,2,Agent,Wagh Tours,Budget,11413,210,22406,Netbanking,Completed,5.0
BKG00634,2024-04-06,CUST6398,Customer_4487,32,Male,Chennai,Package,Chennai,Ooty,2024-05-20,2024-05-24,2,Offline,BlueSky Travels,Budget,9264,974,16580,Cash,Completed,3.0
BKG00635,2024-07-03,CUST4140,Customer_1591,50,Male,Mumbai,One-way,Mumbai,Kerala,2024-07-19,,5,Online,SaiRam Travels,Budget,5225,78,25735,Card,Completed,5.0
BKG00636,2024-02-03,CUST3728,Customer_3735,24,Female,Bangalore,Package,Bangalore,Jaipur,2024-02-06,2024-02-09,2,Agent,Sangitam Travels,Premium,5114,616,8996,Netbanking,Completed,4.0
BKG00637,2024-08-11,CUST3565,Customer_3175,27,Male,Chennai,Package,Chennai,Rishikesh,2024-08-18,2024-08-21,2,Agent,Wagh Tours,Budget,10861,916,19890,Card,Completed,1.0
BKG00638,2024-04-06,CUST5078,Customer_4152,33,Male,Kolkata,Round-trip,Kolkata,Ooty,2024-05-17,2024-05-26,3,Agent,Sangitam Travels,None,2283,186,6291,Cash,Completed,2.0
BKG00639,2024-05-06,CUST7257,Customer_2061,32,Female,Chennai,Round-trip,Chennai,Udaipur,2024-05-31,2024-06-08,4,Agent,Wagh Tours,Luxury,12686,985,46804,Card,Completed,2.0
BKG00640,2024-01-25,CUST3223,Customer_4523,55,Male,Kolkata,Package,Kolkata,Ooty,2024-03-06,2024-03-12,1,Offline,BlueSky Travels,None,6823,228,6595,Netbanking,Completed,1.0
BKG00641,2024-11-13,CUST8127,Customer_3721,21,Female,Pune,Round-trip,Pune,Goa,2024-11-30,2024-12-02,5,Agent,SaiRam Travels,Premium,8961,367,42970,Cash,Completed,2.0
BKG00642,2024-07-21,CUST2364,Customer_2709,35,Male,Hyderabad,One-way,Hyderabad,Jaipur,2024-09-14,,5,Offline,SaiRam Travels,Luxury,2151,585,7830,Card,Completed,2.0
BKG00643,2024-02-11,CUST1495,Customer_3796,54,Male,Pune,Round-trip,Pune,Rishikesh,2024-03-27,2024-03-30,1,Online,Sangitam Travels,Luxury,4120,1037,3083,Cash,Completed,4.0
BKG00644,2024-12-03,CUST8162,Customer_4655,60,Male,Bangalore,Round-trip,Bangalore,Kerala,2025-01-16,2025-01-18,5,Online,Wagh Tours,Premium,9246,154,45460,UPI,Completed,5.0
BKG00645,2024-09-03,CUST5626,Customer_2906,43,Female,Ahmedabad,Round-trip,Ahmedabad,Shimla,2024-09-28,2024-10-01,2,Agent,SaiRam Travels,Luxury,9853,91,19524,UPI,Completed,5.0
BKG00646,2024-05-10,CUST1786,Customer_4369,61,Female,Mumbai,Round-trip,Mumbai,Goa,2024-06-12,2024-06-17,1,Offline,Wagh Tours,None,5767,830,4937,UPI,Completed,1.0
BKG00647,2024-02-24,CUST9857,Customer_3427,25,Male,Pune,One-way,Pune,Darjeeling,2024-04-16,,4,Offline,SaiRam Travels,Luxury,10052,1069,35932,Card,Completed,5.0
BKG00648,2024-11-05,CUST7704,Customer_2512,33,Female,Bangalore,One-way,Bangalore,Shimla,2025-01-02,,5,Agent,Wagh Tours,None,6582,859,28615,UPI,Completed,4.0
BKG00649,2024-12-01,CUST3713,Customer_4186,31,Male,Kolkata,Round-trip,Kolkata,Kerala,2024-12-08,2024-12-10,2,Online,Sangitam Travels,Luxury,5192,300,9784,UPI,Completed,3.0
BKG00650,2025-03-11,CUST1067,Customer_3837,43,Female,Pune,Round-trip,Pune,Ooty,2025-03-22,2025-03-25,4,Offline,SaiRam Travels,None,13549,1163,49544,Netbanking,Cancelled,
BKG00651,2025-02-20,CUST4661,Customer_1752,51,Male,Delhi,Package,Delhi,Rishikesh,2025-04-05,2025-04-08,5,Online,Wagh Tours,None,9067,995,40360,Card,Completed,2.0
BKG00652,2024-03-27,CUST4276,Customer_1300,63,Male,Bangalore,Round-trip,Bangalore,Manali,2024-03-30,2024-04-07,4,Offline,BlueSky Travels,Budget,14071,1345,50904,UPI,Cancelled,
BKG00653,2024-03-18,CUST3831,Customer_3411,51,Female,Kolkata,Round-trip,Kolkata,Udaipur,2024-05-01,2024-05-07,5,Online,BlueSky Travels,Luxury,7311,1379,29660,UPI,Completed,4.0
BKG00654,2024-06-28,CUST6365,Customer_3123,57,Female,Delhi,Package,Delhi,Udaipur,2024-07-05,2024-07-14,3,Offline,Sangitam Travels,None,3797,83,11142,UPI,Cancelled,
BKG00655,2024-04-16,CUST7500,Customer_816,24,Male,Bangalore,One-way,Bangalore,Udaipur,2024-06-14,,5,Agent,SaiRam Travels,Budget,8666,142,42620,UPI,Completed,2.0
BKG00656,2024-03-09,CUST1534,Customer_1717,54,Male,Delhi,One-way,Delhi,Kerala,2024-03-18,,3,Offline,SaiRam Travels,Luxury,8085,528,22671,Netbanking,Completed,5.0
BKG00657,2025-01-11,CUST5517,Customer_1642,41,Female,Pune,One-way,Pune,Udaipur,2025-02-15,,2,Agent,Sangitam Travels,Premium,5723,363,10720,Cash,Completed,2.0
BKG00658,2024-06-17,CUST7665,Customer_4730,34,Female,Delhi,Round-trip,Delhi,Goa,2024-07-04,2024-07-08,3,Agent,SaiRam Travels,Luxury,5840,779,15183,Card,Completed,2.0
BKG00659,2025-01-31,CUST6204,Customer_4310,21,Male,Hyderabad,Package,Hyderabad,Jaipur,2025-02-18,2025-02-24,3,Agent,BlueSky Travels,Budget,2641,1035,4818,Netbanking,Completed,2.0
BKG00660,2024-09-18,CUST5732,Customer_2355,28,Male,Mumbai,Package,Mumbai,Darjeeling,2024-11-14,2024-11-22,4,Offline,BlueSky Travels,Budget,8984,1025,31836,UPI,Completed,3.0
BKG00661,2024-05-03,CUST1739,Customer_1546,38,Female,Kolkata,Round-trip,Kolkata,Jaipur,2024-05-23,2024-06-01,4,Agent,SaiRam Travels,Luxury,8620,873,30988,Netbanking,Completed,2.0
BKG00662,2024-12-07,CUST4732,Customer_2284,47,Male,Delhi,Package,Delhi,Jaipur,2025-01-15,2025-01-20,1,Offline,SaiRam Travels,Budget,14697,1445,13252,Card,Completed,5.0
BKG00663,2024-02-13,CUST3603,Customer_1470,23,Female,Chennai,Round-trip,Chennai,Rishikesh,2024-03-01,2024-03-05,2,Agent,Sangitam Travels,Budget,11111,265,21692,Cash,Completed,5.0
BKG00664,2024-09-04,CUST1069,Customer_3925,56,Female,Chennai,One-way,Chennai,Kerala,2024-09-28,,1,Agent,BlueSky Travels,Budget,10119,731,9388,Cash,Completed,4.0
BKG00665,2024-10-30,CUST3330,Customer_110,59,Female,Pune,Round-trip,Pune,Ooty,2024-12-01,2024-12-04,2,Online,Sangitam Travels,Luxury,10216,842,18748,Netbanking,Completed,1.0
BKG00666,2024-06-28,CUST1231,Customer_1918,40,Male,Mumbai,Package,Mumbai,Darjeeling,2024-07-27,2024-08-04,1,Agent,Sangitam Travels,None,8401,529,7872,Card,Completed,5.0
BKG00667,2024-08-13,CUST9787,Customer_3875,35,Male,Kolkata,Package,Kolkata,Kerala,2024-09-28,2024-10-05,5,Offline,Wagh Tours,Premium,3565,308,16285,Card,Completed,4.0
BKG00668,2024-06-25,CUST1138,Customer_194,43,Male,Bangalore,Round-trip,Bangalore,Shimla,2024-07-31,2024-08-02,5,Agent,Sangitam Travels,None,14071,1065,65030,Card,Completed,5.0
BKG00669,2024-12-15,CUST4381,Customer_2881,29,Male,Chennai,Package,Chennai,Manali,2025-01-08,2025-01-11,5,Agent,SaiRam Travels,Premium,3927,56,19355,Cash,Completed,2.0
BKG00670,2025-02-17,CUST6378,Customer_2664,29,Male,Pune,Round-trip,Pune,Udaipur,2025-02-19,2025-02-23,4,Offline,BlueSky Travels,None,6763,593,24680,Cash,Completed,4.0
BKG00671,2024-09-14,CUST6092,Customer_4378,43,Male,Bangalore,One-way,Bangalore,Manali,2024-10-08,,4,Online,SaiRam Travels,Luxury,8159,1174,27940,Card,Completed,4.0
